uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,eventID,processingDate,massSampleIDList,massSampleMixtureID,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleBarcode,bgcArchiveMass,toxicodendronPossible,remarks,processedBy,publicationDate,release
9ed733be-1f89-40dc-a729-08a23e28cd55,BART_073.basePlot.ltr,D01,BART,BART_073,2022-10-10,2022-10-24,LTR.2022.BART.43,2022-11-02,NEON.LTR.BART073539.20221024.LVS|NEON.LTR.BART073409.20221024.LVS,NEON.LTR.BART073.20221024.LVS,NEON.LTR.BART073.20221024.LVS.CN,A00000154909,NEON.LTR.BART073.20221024.LVS.LIG,A00000154944,NEON.LTR.BART073.20221024.LVS.AR,A00000154928,6.91,N,NA,0000-0003-1933-3182,20251206T064811Z,RELEASE-2026
56a79e7a-2042-4ec6-ac36-922a65c1abb1,BART_044.basePlot.ltr,D01,BART,BART_044,2022-10-11,2022-10-25,LTR.2022.BART.43,2022-11-02,NEON.LTR.BART044410.20221025.LVS|NEON.LTR.BART044531.20221025.LVS,NEON.LTR.BART044.20221025.LVS,NEON.LTR.BART044.20221025.LVS.CN,A00000154973,NEON.LTR.BART044.20221025.LVS.LIG,A00000154925,NEON.LTR.BART044.20221025.LVS.AR,A00000154957,6.53,N,NA,0000-0003-1933-3182,20251206T064811Z,RELEASE-2026
3a9153a8-550d-4c8a-b2d9-f3ce30b6a31a,BART_074.basePlot.ltr,D01,BART,BART_074,2022-10-11,2022-10-25,LTR.2022.BART.43,2022-11-02,NEON.LTR.BART074942.20221025.LVS|NEON.LTR.BART074555.20221025.LVS,NEON.LTR.BART074.20221025.LVS,NEON.LTR.BART074.20221025.LVS.CN,A00000154912,NEON.LTR.BART074.20221025.LVS.LIG,A00000154991,NEON.LTR.BART074.20221025.LVS.AR,A00000154975,6.16,N,NA,0000-0003-1933-3182,20251206T064811Z,RELEASE-2026
2725ed4e-9775-44f2-ae1a-78d55f8883e8,BART_036.basePlot.ltr,D01,BART,BART_036,2022-10-11,2022-10-25,LTR.2022.BART.43,2022-11-02,NEON.LTR.BART036925.20221025.LVS|NEON.LTR.BART036151.20221025.LVS,NEON.LTR.BART036.20221025.LVS,NEON.LTR.BART036.20221025.LVS.CN,A00000154993,NEON.LTR.BART036.20221025.LVS.LIG,A00000154977,NEON.LTR.BART036.20221025.LVS.AR,A00000154961,6.44,N,NA,0000-0003-1933-3182,20251206T064811Z,RELEASE-2026
1291364e-68d5-46b0-8517-aaddcb5fffc4,BART_046.basePlot.ltr,D01,BART,BART_046,2022-10-11,2022-10-25,LTR.2022.BART.43,2022-11-02,NEON.LTR.BART046852.20221025.LVS|NEON.LTR.BART046634.20221025.LVS,NEON.LTR.BART046.20221025.LVS,NEON.LTR.BART046.20221025.LVS.CN,A00000154959,NEON.LTR.BART046.20221025.LVS.LIG,A00000154943,NEON.LTR.BART046.20221025.LVS.AR,A00000154927,8.16,N,NA,0000-0003-1933-3182,20251206T064811Z,RELEASE-2026
d472bca6-e582-447d-9c7e-d6ea4a2ac7eb,BART_050.basePlot.ltr,D01,BART,BART_050,2022-10-11,2022-10-25,LTR.2022.BART.43,2022-11-02,NEON.LTR.BART050046.20221025.LVS|NEON.LTR.BART050808.20221025.LVS,NEON.LTR.BART050.20221025.LVS,NEON.LTR.BART050.20221025.LVS.CN,A00000154974,NEON.LTR.BART050.20221025.LVS.LIG,A00000154958,NEON.LTR.BART050.20221025.LVS.AR,A00000154942,8.91,N,NA,0000-0003-1933-3182,20251206T064811Z,RELEASE-2026
252f51ae-bccd-4644-a4d1-3eda72865e39,HARV_033.basePlot.ltr,D01,HARV,HARV_033,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV033397.20181015.LVS|NEON.LTR.HARV033209.20181015.LVS,NEON.LTR.HARV033.20181015.LVS,NEON.LTR.HARV033.20181015.LVS.CN,A00000032755,NEON.LTR.HARV033.20181015.LVS.LIG,A00000032781,NEON.LTR.HARV033.20181015.LVS.AR,A00000032807,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
76d317df-c389-4b49-84b0-2d24a921be96,HARV_045.basePlot.ltr,D01,HARV,HARV_045,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV045201.20181015.NDL|NEON.LTR.HARV045265.20181015.NDL,NEON.LTR.HARV045.20181015.NDL,NEON.LTR.HARV045.20181015.NDL.CN,A00000032753,NA,NA,NA,NA,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
ab3d40fb-2cb1-4911-8447-eb7569c65475,HARV_051.basePlot.ltr,D01,HARV,HARV_051,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV051361.20181015.NDL|NEON.LTR.HARV051571.20181015.NDL,NEON.LTR.HARV051.20181015.NDL,NEON.LTR.HARV051.20181015.NDL.CN,A00000032821,NA,NA,NA,NA,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
5d47c21a-432c-4d71-8ba2-7544ecb1946e,HARV_041.basePlot.ltr,D01,HARV,HARV_041,2018-10-01,2018-10-15,NA,2018-10-23,NEON.LTR.HARV041264.20181015.LVS|NEON.LTR.HARV041620.20181015.LVS,NEON.LTR.HARV041.20181015.LVS,NEON.LTR.HARV041.20181015.LVS.CN,A00000032829,NEON.LTR.HARV041.20181015.LVS.LIG,A00000032839,NEON.LTR.HARV041.20181015.LVS.AR,A00000032830,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
cb357a97-b089-4a78-af16-5bfde6f8d4c2,HARV_052.basePlot.ltr,D01,HARV,HARV_052,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV052314.20181015.NDL|NEON.LTR.HARV052902.20181015.NDL,NEON.LTR.HARV052.20181015.NDL,NEON.LTR.HARV052.20181015.NDL.CN,A00000032741,NEON.LTR.HARV052.20181015.NDL.LIG,A00000032775,NEON.LTR.HARV052.20181015.NDL.AR,A00000032768,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
1116f9a2-411d-4a3e-99f1-fe6f473c2650,HARV_049.basePlot.ltr,D01,HARV,HARV_049,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV049437.20181015.LVS|NEON.LTR.HARV049890.20181015.LVS,NEON.LTR.HARV049.20181015.LVS,NEON.LTR.HARV049.20181015.LVS.CN,A00000032745,NEON.LTR.HARV049.20181015.LVS.LIG,A00000032766,NEON.LTR.HARV049.20181015.LVS.AR,A00000032776,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
d2b55f31-c7e4-4b73-8e1b-88922156ed78,HARV_041.basePlot.ltr,D01,HARV,HARV_041,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV041620.20181015.NDL|NEON.LTR.HARV041264.20181015.NDL,NEON.LTR.HARV041.20181015.NDL,NEON.LTR.HARV041.20181015.NDL.CN,A00000032784,NEON.LTR.HARV041.20181015.NDL.LIG,A00000032804,NEON.LTR.HARV041.20181015.NDL.AR,A00000032747,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
f9dd746b-fc29-4071-8e4b-9f7f9e7259f6,HARV_035.basePlot.ltr,D01,HARV,HARV_035,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV035402.20181015.NDL|NEON.LTR.HARV035120.20181015.NDL,NEON.LTR.HARV035.20181015.NDL,NEON.LTR.HARV035.20181015.NDL.CN,A00000032798,NEON.LTR.HARV035.20181015.NDL.LIG,A00000032816,NA,NA,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
23abfc79-b7d9-4611-9e4e-3fdf742dfe6a,HARV_050.basePlot.ltr,D01,HARV,HARV_050,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV050947.20181015.LVS|NEON.LTR.HARV050043.20181015.LVS,NEON.LTR.HARV050.20181015.LVS,NEON.LTR.HARV050.20181015.LVS.CN,A00000032782,NEON.LTR.HARV050.20181015.LVS.LIG,A00000032840,NEON.LTR.HARV050.20181015.LVS.AR,A00000032754,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
b72f021e-6b8f-4682-9eec-6f8ed647617f,HARV_043.basePlot.ltr,D01,HARV,HARV_043,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV043007.20181015.NDL|NEON.LTR.HARV043550.20181015.NDL,NEON.LTR.HARV043.20181015.NDL,NEON.LTR.HARV043.20181015.NDL.CN,A00000032837,NEON.LTR.HARV043.20181015.NDL.LIG,A00000032836,NEON.LTR.HARV043.20181015.NDL.AR,A00000032822,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
0c837711-6f90-47c6-b809-92161552fb22,HARV_045.basePlot.ltr,D01,HARV,HARV_045,2018-10-01,2018-10-15,NA,2018-10-23,NEON.LTR.HARV045265.20181015.LVS|NEON.LTR.HARV045201.20181015.LVS,NEON.LTR.HARV045.20181015.LVS,NEON.LTR.HARV045.20181015.LVS.CN,A00000032810,NEON.LTR.HARV045.20181015.LVS.LIG,A00000032814,NEON.LTR.HARV045.20181015.LVS.AR,A00000032813,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
c9679ead-626e-439b-879a-634b4c7c802a,HARV_052.basePlot.ltr,D01,HARV,HARV_052,2018-10-01,2018-10-15,NA,2018-10-23,NEON.LTR.HARV052314.20181015.LVS|NEON.LTR.HARV052902.20181015.LVS,NEON.LTR.HARV052.20181015.LVS,NEON.LTR.HARV052.20181015.LVS.CN,A00000032772,NEON.LTR.HARV052.20181015.LVS.LIG,A00000032763,NEON.LTR.HARV052.20181015.LVS.AR,A00000032779,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
2992a808-1c6c-4df7-b7fd-483345530fb5,HARV_049.basePlot.ltr,D01,HARV,HARV_049,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV049437.20181015.NDL|NEON.LTR.HARV049890.20181015.NDL,NEON.LTR.HARV049.20181015.NDL,NEON.LTR.HARV049.20181015.NDL.CN,A00000032774,NEON.LTR.HARV049.20181015.NDL.LIG,A00000032802,NEON.LTR.HARV049.20181015.NDL.AR,A00000032789,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
efcb101b-5f71-428d-a90c-48aaeab7398f,HARV_037.basePlot.ltr,D01,HARV,HARV_037,2018-10-01,2018-10-15,NA,2018-10-23,NEON.LTR.HARV037849.20181015.LVS|NEON.LTR.HARV037292.20181015.LVS,NEON.LTR.HARV037.20181015.LVS,NEON.LTR.HARV037.20181015.LVS.CN,A00000032856,NEON.LTR.HARV037.20181015.LVS.LIG,A00000032826,NEON.LTR.HARV037.20181015.LVS.AR,A00000032827,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
1994bfe6-d4b0-4513-8fe8-fdf57b6c4322,HARV_048.basePlot.ltr,D01,HARV,HARV_048,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV048701.20181015.LVS|NEON.LTR.HARV048355.20181015.LVS,NEON.LTR.HARV048.20181015.LVS,NEON.LTR.HARV048.20181015.LVS.CN,A00000032815,NEON.LTR.HARV048.20181015.LVS.LIG,A00000032794,NEON.LTR.HARV048.20181015.LVS.AR,A00000032778,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
e88385ba-54b2-4e28-88ac-d46d199af230,HARV_036.basePlot.ltr,D01,HARV,HARV_036,2018-10-01,2018-10-15,NA,2018-10-23,NEON.LTR.HARV036182.20181015.LVS|NEON.LTR.HARV036426.20181015.LVS,NEON.LTR.HARV036.20181015.LVS,NEON.LTR.HARV036.20181015.LVS.CN,A00000032756,NEON.LTR.HARV036.20181015.LVS.LIG,A00000032838,NEON.LTR.HARV036.20181015.LVS.AR,A00000032828,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
30603927-fb29-410f-a76e-a31f459ff158,HARV_035.basePlot.ltr,D01,HARV,HARV_035,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV035120.20181015.LVS|NEON.LTR.HARV035402.20181015.LVS,NEON.LTR.HARV035.20181015.LVS,NEON.LTR.HARV035.20181015.LVS.CN,A00000032743,NEON.LTR.HARV035.20181015.LVS.LIG,A00000032805,NEON.LTR.HARV035.20181015.LVS.AR,A00000032788,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
614345d4-72b4-4c03-8df0-df382fce6b68,HARV_046.basePlot.ltr,D01,HARV,HARV_046,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV046775.20181015.NDL|NEON.LTR.HARV046204.20181015.NDL,NEON.LTR.HARV046.20181015.NDL,NEON.LTR.HARV046.20181015.NDL.CN,A00000032748,NEON.LTR.HARV046.20181015.NDL.LIG,A00000032824,NEON.LTR.HARV046.20181015.NDL.AR,A00000032834,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
009222a0-a19b-47b8-b228-5288f0f4e5b0,HARV_048.basePlot.ltr,D01,HARV,HARV_048,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV048701.20181015.NDL|NEON.LTR.HARV048355.20181015.NDL,NEON.LTR.HARV048.20181015.NDL,NEON.LTR.HARV048.20181015.NDL.CN,A00000032808,NEON.LTR.HARV048.20181015.NDL.LIG,A00000032746,NEON.LTR.HARV048.20181015.NDL.AR,A00000032785,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
00f0f2a1-4612-4b9d-b316-54fe358cc505,HARV_033.basePlot.ltr,D01,HARV,HARV_033,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV033209.20181015.NDL|NEON.LTR.HARV033397.20181015.NDL,NEON.LTR.HARV033.20181015.NDL,NEON.LTR.HARV033.20181015.NDL.CN,A00000032749,NEON.LTR.HARV033.20181015.NDL.LIG,A00000032835,NEON.LTR.HARV033.20181015.NDL.AR,A00000032823,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
574e8cc4-44c1-4fc8-aea1-acef5a313c51,HARV_038.basePlot.ltr,D01,HARV,HARV_038,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV038363.20181015.NDL|NEON.LTR.HARV038543.20181015.NDL,NEON.LTR.HARV038.20181015.NDL,NEON.LTR.HARV038.20181015.NDL.CN,A00000032771,NEON.LTR.HARV038.20181015.NDL.LIG,A00000032760,NA,NA,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
86ee63b3-14df-474f-be14-a28cb2feb929,HARV_050.basePlot.ltr,D01,HARV,HARV_050,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV050043.20181015.NDL|NEON.LTR.HARV050947.20181015.NDL,NEON.LTR.HARV050.20181015.NDL,NEON.LTR.HARV050.20181015.NDL.CN,A00000032795,NEON.LTR.HARV050.20181015.NDL.LIG,A00000032817,NEON.LTR.HARV050.20181015.NDL.AR,A00000032820,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
6e0661bf-ed59-4cad-be41-295cec4d6028,HARV_040.basePlot.ltr,D01,HARV,HARV_040,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV040292.20181015.NDL|NEON.LTR.HARV040849.20181015.NDL,NEON.LTR.HARV040.20181015.NDL,NEON.LTR.HARV040.20181015.NDL.CN,A00000032818,NEON.LTR.HARV040.20181015.NDL.LIG,A00000032799,NA,NA,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
54b3b371-c097-4056-b0e4-c895289c4398,HARV_038.basePlot.ltr,D01,HARV,HARV_038,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV038543.20181015.LVS|NEON.LTR.HARV038363.20181015.LVS,NEON.LTR.HARV038.20181015.LVS,NEON.LTR.HARV038.20181015.LVS.CN,A00000032793,NEON.LTR.HARV038.20181015.LVS.LIG,A00000032777,NEON.LTR.HARV038.20181015.LVS.AR,A00000032765,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
c09e5c78-5d53-45e2-b991-2ce0093be9ce,HARV_037.basePlot.ltr,D01,HARV,HARV_037,2018-10-01,2018-10-15,NA,2018-10-25,NEON.LTR.HARV037292.20181015.NDL|NEON.LTR.HARV037849.20181015.NDL,NEON.LTR.HARV037.20181015.NDL,NEON.LTR.HARV037.20181015.NDL.CN,A00000032791,NEON.LTR.HARV037.20181015.NDL.LIG,A00000032786,NEON.LTR.HARV037.20181015.NDL.AR,A00000032750,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
acee35d2-b1db-4846-b1e1-8fdd010f8751,HARV_051.basePlot.ltr,D01,HARV,HARV_051,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV051361.20181015.LVS|NEON.LTR.HARV051571.20181015.LVS,NEON.LTR.HARV051.20181015.LVS,NEON.LTR.HARV051.20181015.LVS.CN,A00000032832,NEON.LTR.HARV051.20181015.LVS.LIG,A00000032842,NEON.LTR.HARV051.20181015.LVS.AR,A00000032819,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
8094156b-cd15-4c10-93ca-596bcb94cfb1,HARV_040.basePlot.ltr,D01,HARV,HARV_040,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV040849.20181015.LVS|NEON.LTR.HARV040292.20181015.LVS,NEON.LTR.HARV040.20181015.LVS,NEON.LTR.HARV040.20181015.LVS.CN,AA00000032806,NEON.LTR.HARV040.20181015.LVS.LIG,A00000032744,NEON.LTR.HARV040.20181015.LVS.AR,A00000032764,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
4c99a2ef-dbad-4034-8cd7-849f800dad55,HARV_043.basePlot.ltr,D01,HARV,HARV_043,2018-10-01,2018-10-15,NA,2018-10-24,NEON.LTR.HARV043007.20181015.LVS|NEON.LTR.HARV043550.20181015.LVS,NEON.LTR.HARV043.20181015.LVS,NEON.LTR.HARV043.20181015.LVS.CN,A00000032797,NEON.LTR.HARV043.20181015.LVS.LIG,A00000032761,NEON.LTR.HARV043.20181015.LVS.AR,A00000032767,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
e7b68971-b780-4eff-a76b-5c6eae208c29,HARV_046.basePlot.ltr,D01,HARV,HARV_046,2018-10-01,2018-10-15,NA,2018-10-23,NEON.LTR.HARV046775.20181015.LVS|NEON.LTR.HARV046204.20181015.LVS,NEON.LTR.HARV046.20181015.LVS,NEON.LTR.HARV046.20181015.LVS.CN,A00000032857,NEON.LTR.HARV046.20181015.LVS.LIG,A00000032858,NEON.LTR.HARV046.20181015.LVS.AR,A00000032859,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
3d6682db-a37f-499c-b1c0-c40dae5207e6,HARV_042.basePlot.ltr,D01,HARV,HARV_042,2018-10-01,2018-10-16,NA,2018-10-24,NEON.LTR.HARV042858.20181016.NDL|NEON.LTR.HARV042699.20181016.NDL,NEON.LTR.HARV042.20181016.NDL,NEON.LTR.HARV042.20181016.NDL.CN,A00000032833,NEON.LTR.HARV042.20181016.NDL.LIG,A00000032751,NEON.LTR.HARV042.20181016.NDL.AR,A00000032825,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
181c8874-2ced-4b5a-88d9-10489c57b664,HARV_047.basePlot.ltr,D01,HARV,HARV_047,2018-10-01,2018-10-16,NA,2018-10-23,NEON.LTR.HARV047947.20181016.LVS|NEON.LTR.HARV047111.20181016.LVS,NEON.LTR.HARV047.20181016.LVS,NEON.LTR.HARV047.20181016.LVS.CN,A00000032762,NEON.LTR.HARV047.20181016.LVS.LIG,A00000032780,NEON.LTR.HARV047.20181016.LVS.AR,A00000032809,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
7bf4d0bb-955e-40ce-bd4e-f36034fd8e94,HARV_039.basePlot.ltr,D01,HARV,HARV_039,2018-10-01,2018-10-16,NA,2018-10-24,NEON.LTR.HARV039660.20181016.NDL|NEON.LTR.HARV039872.20181016.NDL,NEON.LTR.HARV039.20181016.NDL,NEON.LTR.HARV039.20181016.NDL.CN,A00000032759,NEON.LTR.HARV039.20181016.NDL.LIG,A00000032770,NEON.LTR.HARV039.20181016.NDL.AR,A00000032742,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
853319db-7d70-4eb2-90e8-27f05f5068f1,HARV_034.basePlot.ltr,D01,HARV,HARV_034,2018-10-01,2018-10-16,NA,2018-10-24,NEON.LTR.HARV034371.20181016.NDL|NEON.LTR.HARV034608.20181016.NDL,NEON.LTR.HARV034.20181016.NDL,NEON.LTR.HARV034.20181016.NDL.CN,A00000032758,NEON.LTR.HARV034.20181016.NDL.LIG,A00000032769,NEON.LTR.HARV034.20181016.NDL.AR,A00000032796,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
0f7a1ed6-356f-424e-b121-b5b8fd45d687,HARV_042.basePlot.ltr,D01,HARV,HARV_042,2018-10-01,2018-10-16,NA,2018-10-24,NEON.LTR.HARV042858.20181016.LVS|NEON.LTR.HARV042699.20181016.LVS,NEON.LTR.HARV042.20181016.LVS,NEON.LTR.HARV042.20181016.LVS.CN,A00000032841,NEON.LTR.HARV042.20181016.LVS.LIG,A00000032752,NEON.LTR.HARV042.20181016.LVS.AR,A00000032831,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
f7fa92b0-a171-4a84-a8b7-b2a5aa94d3ce,HARV_044.basePlot.ltr,D01,HARV,HARV_044,2018-10-01,2018-10-16,NA,2018-10-24,NEON.LTR.HARV044815.20181016.NDL|NEON.LTR.HARV044111.20181016.NDL,NEON.LTR.HARV044.20181016.NDL,NEON.LTR.HARV044.20181016.NDL.CN,A00000032790,NEON.LTR.HARV044.20181016.NDL.LIG,A00000032803,NA,NA,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
cbb31caf-3fb1-4399-b96e-7af81fcc9d6a,HARV_034.basePlot.ltr,D01,HARV,HARV_034,2018-10-01,2018-10-16,NA,2018-10-24,NEON.LTR.HARV034608.20181016.LVS|NEON.LTR.HARV034371.20181016.LVS,NEON.LTR.HARV034.20181016.LVS,NEON.LTR.HARV034.20181016.LVS.CN,A00000032811,NEON.LTR.HARV034.20181016.LVS.LIG,A00000032812,NEON.LTR.HARV034.20181016.LVS.AR,A00000032792,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
35aafd2a-ae90-4e6d-a449-25dea8a50aa0,HARV_039.basePlot.ltr,D01,HARV,HARV_039,2018-10-01,2018-10-16,NA,2018-10-23,NEON.LTR.HARV039660.20181016.LVS|NEON.LTR.HARV039872.20181016.LVS,NEON.LTR.HARV039.20181016.LVS,NEON.LTR.HARV039.20181016.LVS.CN,A00000032800,NEON.LTR.HARV039.20181016.LVS.LIG,A00000032787,NEON.LTR.HARV039.20181016.LVS.AR,A00000032757,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
445572c4-bdd1-4dfe-a771-ba1d13544bbf,HARV_044.basePlot.ltr,D01,HARV,HARV_044,2018-10-01,2018-10-16,NA,2018-10-23,NEON.LTR.HARV044815.20181016.LVS|NEON.LTR.HARV044111.20181016.LVS,NEON.LTR.HARV044.20181016.LVS,NEON.LTR.HARV044.20181016.LVS.CN,A00000032783,NEON.LTR.HARV044.20181016.LVS.LIG,A00000032801,NEON.LTR.HARV044.20181016.LVS.AR,A00000032773,NA,NA,NA,opiscitelli@battelleecology.org,20251205T034647Z,RELEASE-2026
e8c560ac-8fce-45f0-a7a0-d419d7bc3255,HARV,D01,HARV,NA,2024-04-01,2024-04-30,LTR.2024.HARV.18,2024-12-16,NEON.LTR.HARV042699.20240430.TWI|NEON.LTR.HARV044815.20240430.TWI,NEON.LTR.HARV.2024.TWI,NEON.LTR.HARV.2024.TWI.CN,A00000321888,NEON.LTR.HARV.2024.TWI.LIG,A00000321898,NEON.LTR.HARV.2024.TWI.AR,A00000321080,9.06,N,NA,0000-0003-1933-3182,20251206T185845Z,RELEASE-2026
e8ecb7b3-dfbe-4ef5-8f29-7f9a49da48cc,HARV,D01,HARV,NA,2024-04-01,2024-04-30,LTR.2024.HARV.18,2024-12-11,NEON.LTR.HARV038363.20240430.WDY|NEON.LTR.HARV033209.20240429.WDY|NEON.LTR.HARV033397.20240429.WDY,NEON.LTR.HARV.2024.WDY,NEON.LTR.HARV.2024.WDY.CN,A00000321826,NEON.LTR.HARV.2024.WDY.LIG,A00000321836,NEON.LTR.HARV.2024.WDY.AR,A00000321078,5.72,N,NA,0000-0003-1933-3182,20251206T185845Z,RELEASE-2026
d49eeaa3-ac28-4e96-8926-3d3f16a163cc,HARV,D01,HARV,NA,2024-04-29,2024-05-27,LTR.2024.HARV.22,2024-12-17,NEON.LTR.HARV034608.20240527.OTH|NEON.LTR.HARV044815.20240527.OTH|NEON.LTR.HARV044111.20240527.OTH|NEON.LTR.HARV040292.20240527.OTH|NEON.LTR.HARV042858.20240527.OTH|NEON.LTR.HARV046204.20240527.OTH|NEON.LTR.HARV033397.20240527.OTH|NEON.LTR.HARV034371.20240527.OTH|NEON.LTR.HARV047111.20240527.OTH|NEON.LTR.HARV039872.20240527.OTH|NEON.LTR.HARV035120.20240527.OTH|NEON.LTR.HARV042699.20240527.OTH|NEON.LTR.HARV033209.20240527.OTH|NEON.LTR.HARV047947.20240527.OTH|NEON.LTR.HARV038543.20240527.OTH,NEON.LTR.HARV.2024.OTH,NEON.LTR.HARV.2024.OTH.CN,A00000321847,NEON.LTR.HARV.2024.OTH.LIG,A00000321858,NEON.LTR.HARV.2024.OTH.AR,A00000321081,4.96,N,NA,0000-0003-1933-3182,20251206T213303Z,RELEASE-2026
aab1ccc5-2274-4811-9fcd-b413187318aa,HARV,D01,HARV,NA,2024-04-29,2024-05-27,LTR.2024.HARV.22,2024-12-17,NEON.LTR.HARV044815.20240527.FLR|NEON.LTR.HARV033397.20240527.FLR|NEON.LTR.HARV042699.20240527.FLR|NEON.LTR.HARV034371.20240527.FLR|NEON.LTR.HARV047947.20240527.FLR|NEON.LTR.HARV044111.20240527.FLR|NEON.LTR.HARV042858.20240527.FLR|NEON.LTR.HARV039660.20240527.FLR|NEON.LTR.HARV035120.20240527.FLR|NEON.LTR.HARV034608.20240527.FLR|NEON.LTR.HARV035402.20240527.FLR|NEON.LTR.HARV046204.20240527.FLR|NEON.LTR.HARV038543.20240527.FLR|NEON.LTR.HARV039872.20240527.FLR|NEON.LTR.HARV040292.20240527.FLR|NEON.LTR.HARV033209.20240527.FLR|NEON.LTR.HARV038363.20240527.FLR|NEON.LTR.HARV047111.20240527.FLR,NEON.LTR.HARV.2024.FLR,NEON.LTR.HARV.2024.FLR.CN,A00000321868,NEON.LTR.HARV.2024.FLR.LIG,A00000321878,NEON.LTR.HARV.2024.FLR.AR,A00000321082,6.92,N,NA,0000-0003-1933-3182,20251206T213303Z,RELEASE-2026
